,0
බංගලිදේශයේ,1
වැසිකිළියක,1
සීමාකර,1
ඉවත්කරගන්නා,1
වෙල්ලාලයෙක්,1
නොගසන්නේත්,1
විරුද්ධපක්ෂ,1
නේස්,1
වොරන්,1
ජනගහනයක්වත්,1
ගොඩගත්ත,1
වංගයන්ගෙ,1
හැත්තැපහක,1
අග්‍රවිනිශ්චයකාර,1
ආසියාවෙත්,1
දයාන්ලාත්,1
පොතලු,1
අරුනාෂලම්ගෙන්,1
මල්වත්ත,1
දෙමගක,1
වරදරාජාපෙරුමාල්ටත්,1
යොමුකිරීමටත්,1
තැනැත්තාටවත්,1
ඥාට,1
ෆ්‍රේසන්,1
ගණනාවකි,1
ගඳකිළිය,1
නේපාලයෙ,1
ආකෘතීන්,1
සූරසේනලාගේ,1
උපදවයි,1
එකතුකරන්නේ,1
පැතිරේවි,1
කිියැවෙන්නේ,1
විසිවෙනවා,1
හසුවුණෙ,1
වැඩිවියට,1
නිර්චචන,1
නැහැ්,1
කලාකාරයන්ගෙ,1
වැදගතා,1
වැද්දො,1
ආදිවාසින්ද,1
තිසාහාමිලාත්,1
ගුණිතයට,1
ස්‌කන්ධවල,1
අහිමිවීමේ,1
හැකිවුණා,1
දෙමලකමත්,1
ටාසන්ලගෙ,1
වැඩිි,1
ස්වාධීනවයැයිද,1
ප්‍රතිඋදාහරණ,1
ඔවුන්ටය,1
ජාතිද්‍රොහියකු,1
වැඩිවූයේ,1
විසිවනු,1
එළඹන,1
තුටිටුවකටවත්,1
මායිමි,1
ජෛනාගමත්,1
අණුවක්‌,1
දික්කෙරෙනු,1
ගොඩනගාගැනීමේ,1
ප්‍රතිඵලයවත්,1
ලබන්නත්,1
කිවිදුන්,1
වැවිලිවලට,1
ආයෝජකයොවත්,1
වැස්සකට,1
ගලන්නවත්,1
පෑවිල්ලකට,1
හිඳී,1
කිවුලට,1
සාන්ද්‍රතාවන්ට,1
කතාබහෙයි,1
ආනතියක්,1
පිස්නවලටත්,1
වැසිකිළිය,1
කැසිකිළිය,1
කක්කුස්සිය,1
ටොයිලට්,1
අඩුවැඩිය,1
සාලයේ,1
ආවෙණික,1
සහෝදරයෙක්,1
වයිරයනයක්,1
මැස්ස,1
අණ්වික්ෂයකින්,1
කිවිඳුන්,1
ගණයක්,1
වැඩිවෙනවිට,1
විනිශ්චයත්,1
මොනවාට,1
වැරැද්දක්‌,1
වැල්ලම්පිටියෙ,1
තියෙනවළු,1
කොටහේන,1
වැල්ලවායෙ,1
දමන්නන්ට,1
චන්ද්‍රසේනගේ,1
වැලිකල,1
සහභාගීවීමෙන්,1
වැලිවේරිය,1
කුවේණියගේ,1
මංගල්‍යයක,1
බර්ගර්වත්,1
මැලේවත්,1
ගවේෂණයයි,1
විද්යාහඥයන්,1
අනුභූතිවාදී,1
විද්යු,1
විද්යුසත්,1
අමරලාට,1
පරිත්‍යාගශීලි,1
දොළොස්දෙනා,1
එදිනටවත්,1
විද්‍යලංකාරයේ,1
පුස්තකාලයකින්,1
ප්‍රදානයේ,1
සැකකරු,1
ඇමතිවරියගේ,1
නවකථාවල,1
පිටසක්වලජීවීන්,1
ඔලුබක්කන්සේ,1
සත්යබ,1
නිරීක්ෂණයේ,1
විද්යාස,1
ක්‍රියාද,1
උපසර්ගයෙන්,1
විරුද්ධභාවයක්,1
ද්වෛතවාදීන්ට,1
ඉක්මන්විය,1
අසූතුනේ,1
කලබළය,1
ප්‍රචන්ඩ,1
විඩියෝ,1
විද්යාකවේ,1
විතක්ක,1
වාචී,1
විත්තියට,1
විදර්ශනය,1
විදර්ශනාවෙන්,1
අවිද්යාව,1
විද්වතාවටවත්,1
කතන්දරවලටයි,1
පාත්ති,1
පීඨාධිපතිවරයාගේ,1
වළක්වනු,1
කඩප්පුලි,1
දෙන්නකි,1
කිිමිදිය,1
ලක්ෂ්‍යකට,1
කාර්යාවලියට,1
දැනිය,1
වාදයෙ,1
විද්‍යොදයේ,1
අන්තර්ජාලයේවත්,1
විිද්‍යාලංකාරයේ,1
යොමුවීමට,1
අල්වා,1
හතළිහ,1
පුරවැසියකුගේ,1
බද,1
සූදානම්ද,1
ගැන්වීමටවත්,1
ස්‌ථිර,1
නිහ්‍රහ,1
කීදෙනෙක්,1
පින,1
දැනුණා,1
ඇරයුම,1
මැක්රේත්,1
නිර්මණ,1
කාරකයින්,1
විද්‍යාගාර,1
තියනවද,1
කොතෙක්‌,1
සම්ක්ෂණ,1
සමීක්ෂණවත්,1
උපාධියකින්,1
උපදේශකවරයාට,1
විද්‍යාරතන,1
කරුණාරාත්න,1
විද්‍යාලංකාරෙ,1
දැක්වීමේ,1
මමට,1
සමුප්පදායෙ,1
විජ්ජු,1
නිහැඬියාව,1
ජෝසෆ්ට,1
ද්වෙෂ,1
කියවූවන්ට,1
වෙණ්ඩුලා,1
විජ්ජාචරණ,1
සම්පන්නවූ,1
විජ්ජුම්බරය,1
හිතවතාට,1
සිරිසේ්න,1
සිහිකරමිනි,1
සැලැස්වීමෙනි,1
පරමාදර්ශය,1
තානාපතිවරියයි,1
විජාතිකයන්ගෙ,1
විජාතිකයන්ටත්,1
ප්‍රශංසාවක්,1
කරන්නෙකි,1
අස්නොවන,1
විකලාව,1
නොපැවසීම,1
සුමිත්ත,1
අශෝකත්,1
ඔඩිස්සා,1
තම්භපන්නියෙන්,1
යොදාගෙනවත්,1
මහේෂ්වරන්ගේ,1
විකාසය,1
තිස්දෙදෙනකු,1
ක්‍රියාවලයි,1
මතයක්වත්,1
බවටද,1
ඇත්තන්ගෙන්,1
යක්ෂණියකගෙන්,1
යක්ෂණියක්,1
දෙදනකු,1
ඇලෙක්සැන්ඩර්ලා,1
සෝමවංශගෙන්,1
විඥ්ඥාණ,1
විජේවීරලා,1
නකරන්න,1
විජේවීරටවත්,1
ගුණසේකරටවත්,1
විතාරණටවත්,1
දැනසිටියහ,1
ගල්කටස්,1
විජේවීරල,1
නඩුවේදී,1
ගෝලයන්ටත්,1
සිංහලයෙකු,1
යනානෙහි,1
හුස්මෙන්,1
ක්රිරයාදාමයන්,1
විඤ්ඤාණයෙන්,1
විඤ්ඤාණවාදීන්ට,1
නොකෙරීමට,1
විජේවීරගෙත්,1
පොල්පොට්ගෙන්,1
සුදන්දිරම්ට,1
සලස්වමින්,1
සොයිස,1
විජේත්,1
අමනාපයක්,1
ඔක්තෝබරයෙ,1
සිද්ධියෙන්වත්,1
දෝරු,1
අයිතිකාරයො,1
විජේවර්ධනලාගෙ,1
ලුමුම්බා,1
නිර්ධනය,1
ශන්මුගදාසන්ගේ,1
ගිරවාට,1
නිර්ධනයන්ට,1
වෙනස්කරන්නවත්,1
චිත්‍රපටයකින්,1
පවත්වාගෙ,1
දරුුවන්,1
සාන්ද්‍රතාවට,1
මානික්කවාසගර්,1
ක්රි්‍යයාකාරී,1
බර්ගර්ය,1
සබරගමුවටයි,1
ශාඛාවෙ,1
අඹන්න,1
සකෛ්ත,1
ජයසිරිත්,1
අපුලක්,1
ලත්නොලත්,1
කොයිබට,1
සමාජවාදයකුත්,1
කුලයෙනි,1
නිවාඩුවක්වත්,1
විනයක්වත්,1
එෆ්සීඅයිඩී,1
කීියති,1
ඉලෙක්ට්‍රොානයක්වත්,1
වටයේ,1
සිංහලයමුස්ලිම්,1
ශ්‍රිලංකා,1
දිස්ත්‍රික්යටත්,1
දෙරෙන්,1
පාටළීපුත්‍රයට,1
බිහිකෙරීම,1
මියයාම,1
තිස්එක්,1
දෙකකටවත්,1
මරාදැමුණු,1
වුනෙමු,1
සංස්කාරිකවරිය,1
දිස්ත්‍රික්කයටත්,1
ආනයිනක,1
ශ්‍රිතයක,1
ඒකජ,1
ශ්‍රිතත්,1
ශ්‍රිපාද,1
අවංකකමක්,1
ගඟුල,1
එනවට,1
ගාමිණිදාස,1
මොනදාස,1
ආදරණීය,1
කතානායකවරයාවත්,1
සම්ප්‍රදායයන්,1
හඹාවිත්,1
බර්නූලි,1
ෂඩ්,1
ජයා,1
කාරායාලය,1
දෝණියක,1
අසීරුකම්වලට,1
විරොාධී,1
ශකතිමත්,1
ගියාවෙ,1
කොරියෝලිස්,1
වරදයි,1
ජපක්ෂඩලස්,1
ප්‍රධ්න,1
අවතීර්ණවන්නේ,1
ගොනුවූහ,1
පක්ෂක්ෂය,1
නොවූවන්ගේ,1
නෙරපීම,1
දැනුමැත්තන්ගෙනි,1
මාවතෙන්,1
පළකිරීමත්,1
බිහිකෙරුණේ,1
මරාදාන්න,1
කලකිරවූවන්,1
ශීර්ෂවලට,1
එස්මන්ඩ්ගේ,1
ඉපදුණොත්,1
පොහාට්ටුච,1
පිරිසුත්,1
ඇඟෙන්,1
හොඳහිතක්,1
අවමංගලයට,1
අද්ද,1
පෙණුනු,1
ක්රි්යාදාමයන්,1
නොවැනෙන,1
පෙටිටි,1
ජීචිතවලට,1
මාරුවීම්වලට,1
සීමාවෙනවාද,1
එක්කද,1
ඉන්දියාුවන්ට,1
අතුරුදන්කිරීමට,1
වෛදිකයන්ටත්,1
ගැස්සීමෙන්,1
නොසංසිඳේ,1
සංසිඳෙන්නෙ,1
වයිරයනය,1
රතුලූණු,1
සුදුලූණු,1
පොත්තක්,1
යුද්ධායුධයක්,1
වැඩෙන්නෙ,1
වොඩ්කා,1
නිගමයකට,1
සැමියාට,1
කථාවල,1
උපාධිධාරිණියට,1
රැන්ඩි,1
ෂෙකමන්,1
විද්‍යාවභෞතවේදය,1
සහායකයන්ට,1
සිසුවියකගේ,1
රෝහලක්වත්,1
නීිසා,1
උපාධිවල,1
පෙරටුගාමියකුවත්,1
සතුටුදායකයි,1
උපාධිධාරියකුට,1
තාවකාලිකස්ථිර,1
දීමටනොදීමටයි,1
ආඥාපනතින්,1
ජීවිතාන්තයෙන්,1
බුද්ධීිමත්,1
බ්‍රිජ්,1
වොයිස්කට්වත්,1
වොයිස්කට්වල,1
නොර්වේ,1
ශක්‍රය,1
හාව,1
සීලවතී,1
සැලකෙනු,1
සිනාසෙයි,1
වයිමාටත්,1
වර්ශ,1
ස්වීඩන,1
යාවලියකට,1
ශත්‍රැ,1
ඇසීමෙහි,1
ශබ්දකෝෂයක්,1
වියූක්ත,1
ශබිදයේ,1
ශමිනද්‍ර,1
සාධකයකුත්,1
ප්රශයෝජනයක්‌,1
අණුවණකමකි,1
දත්මිටිකමින්,1
ශකයන්,1
වොලිබෝලුත්,1
පාපන්දුත්,1
වෝල්ටෙයාර්ගෙ,1
වෝල්ටෙයාර්ගේ,1
මුර්ධජ,1
ශංකරාචාර්යයන්ගේ,1
භාව්තා,1
නිත්‍යභාවයක්,1
ද්රහව්ය්,1
කෝරානයෙන්,1
එනර්ජි,1
මහාචාරියොත්,1
විකිරණයෙහි,1
ගුණයකි,1
වස්‌තුවකින්,1
වස්‌තුවකට,1
මුසුකර,1
ඉදිර්පත්,1
විනයානුකූලව,1
පණචා,1
නොපෙන්නුවොත්,1
යැයිසිතනු,1
හැරීමවත්,1
හයින්,1
ෙහයින්,1
විිද,1
විශුද්ධිය,1
චතුපාරිශුද්ධි,1
ශීලයෙන්,1
නගින්නවුන්,1
ලබාදීමය,1
ශුන්‍යතාවාදයෙහි,1
නිරගුණ,1
